lat,long,nombre_act,nom_estab,raz_social,per_ocu,tipo_vial,nom_vial,edificio,edificio_e,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,AGEB_int,geohash5km,tipoUniEco,fecha_alta
25.73594625,-100.3438638,Restaurantes con servicio de preparación de tacos y tortas,VENTA DE TORTAS,,0 a 5 personas,CALLE,LAS PLANICIES,,,COLONIA,MOCTEZUMA,,,,64230,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,298,11,1.90E+12,9u8dk,Semifijo,2014-12
25.73089357,-100.1912173,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COOPERATIVA SECUNDARIA 88 TURNO VESPERTINO,,0 a 5 personas,AVENIDA,MONTERREY,,,COLONIA,NORIA SUR,,,,66633,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,475,43,1.90E+12,9u8f2,Semifijo,2014-12
25.70959386,-100.2223473,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,RESTAURANT DE MAX,PROCESADORA DE ALIMENTOS MAX SA DE CV,11 a 30 personas,CALLE,NINGUNO,,,COLONIA,ARBOLEDAS NUEVA LINDAVISTA,,,,67110,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1866,37,1.90E+12,9u8dr,Fijo,2019-11
25.63989838,-100.1777193,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",TIENDA ESCOLAR DE ESCUELA PRIMARIA REFORMA DE 1857,,0 a 5 personas,CALLE,ACUEDUCTO QUERETARO,,,SECCION,PASEO DE ACUEDUCTO JUAREZ,,,,67288,19,NuevoLeon,31,Juárez,45,Jardines de la Silla (Jardines)                                                                               ,641,4,1.90E+12,9u8cb,Semifijo,2014-12
25.77020562,-100.3692979,Restaurantes con servicio de preparación de tacos y tortas,LA SIBE,,0 a 5 personas,CALLE,CAMINO REAL,,,COLONIA,LADERAS DEL TOPO CHICO (F-23),,,,64207,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2400,6,1.90E+12,9u8ds,Fijo,2010-07
25.6427047,-100.0926097,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,LA FONDITA DE LA ABUELA,,0 a 5 personas,AVENIDA,FRANCISCO NARANJO,,,COLONIA,BENITO JUAREZ CENTRO,,,,67250,19,NuevoLeon,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,143,28,1.90E+12,9u8cf,Fijo,2019-11
19.95215733,-99.84569962,Restaurantes con servicio de preparaciÛn de tacos y tortas,TAQUERIA GALLO,,0 a 5 personas,CALLE,PANAMERICANA,,,COLONIA,SAN MIGUEL ACAMBAY,,,,50300,15,EDOMEX,1,Acambay de RuÌz CastaÒeda,1,Villa de Acambay de RuÌz CastaÒeda                                                                            ,235,1,1.50E+12,9g8cx,Fijo,2019-11
25.696346,-100.1912546,Restaurantes con servicio de preparación de antojitos,VENTA DE GORDITAS LAS COMADRES,,0 a 5 personas,CALLE,CIRCUNVALACION NTE,,,COLONIA,RIBERAS DE LA SILLA (FOMERREY 31),,,,67116,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1349,36,1.90E+12,9u8f0,Fijo,2014-12
25.68590147,-100.2863943,Restaurantes con servicio de preparación de tacos y tortas,TACOS CHAVA,,0 a 5 personas,CALLE,CONSTITUYENTES DEL 57,,,COLONIA,PABLO A DE LA GARZA,,,,64550,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1385,36,1.90E+12,9u8dj,Semifijo,2014-12
25.78019298,-100.3147888,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",GOURMET BURGUER HOUSE,,0 a 5 personas,CALLE,VIA BENEBETTO,,,COLONIA,JOYA DE ANAHUAC SECTOR NAPOLES,,,,66055,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1323,27,1.90E+12,9u8dt,Fijo,2019-11
25.66576644,-100.3159807,Restaurantes de autoservicio,SUBWAY,SUBWAY ,0 a 5 personas,AVENIDA,LICENCIADO BENITO JUAREZ,,,COLONIA,CENTRO,EDIFICIO COMERCIAL Y DE SERVICIOS,PABELLON M,SIN NUM,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1686,28,1.90E+12,9u8dj,Fijo,2020-11
25.68840076,-100.1113284,Restaurantes con servicio de preparación de tacos y tortas,TACOS A VAPOR HOLA XIMENA,,0 a 5 personas,AVENIDA,AVENIDA DEL RIO,,,FRACCIONAMIENTO,LOS PUERTOS,,,,67258,19,NuevoLeon,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,1866,20,1.90E+12,9u8f1,Semifijo,2019-11
25.67806519,-100.3151809,"Bares, cantinas y similares",CANTINA EL CHARALITO,,6 a 10 personas,CALLE,ALBINO ESPINOSA,,,COLONIA,CIUDAD GUADALUPE CENTRO,,,,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,153A,9,190390001153A,9u8dj,Fijo,2010-07
25.68286204,-100.4825038,Restaurantes que preparan otro tipo de alimentos para llevar,LA CONQUISTA,,0 a 5 personas,ANDADOR,COSMOS,,,COLONIA,PUERTA DEL SOL,,,,66358,19,NuevoLeon,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,441,5,1.90E+12,9u8d1,Fijo,2019-11
25.77341696,-100.3067929,Servicios de comedor para empresas e instituciones,ZALXA SERVICIOS CULINARIOS ESCOBEDO,ZALXA SERVICIOS CULINARIOS SA DE CV,0 a 5 personas,AVENIDA,SANTA BARBARA,,,COLONIA,EX EJIDO SAN NICOLAS,,,,66050,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1338,46,1.90E+12,9u8dt,Fijo,2022-11
25.62203822,-100.2827188,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,BOTANERO LA LUPE,,6 a 10 personas,BOULEVARD,ACAPULCO,,,COLONIA,VALLE DE LAS BRISAS,,,,64790,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2260,33,1.90E+12,9u89y,Fijo,2019-11
25.74269427,-100.1421487,Restaurantes con servicio de preparación de antojitos,TACOS Y TOSTADAS SIBERIA,,0 a 5 personas,AVENIDA,MISION SAN PABLO,,,COLONIA,MISION SAN PABLO,,,,66643,19,NuevoLeon,6,Apodaca,392,Misión San Pablo                                                                                              ,2575,6,1.90E+12,9u8f3,Fijo,2019-11
25.61711116,-100.2783558,Restaurantes con servicio de preparación de pescados y mariscos,RESTAURANT PESCADERIAS MARTINEZ TIJERINA,PRAMEXI SA DE CV,11 a 30 personas,AVENIDA,LÁZARO CÁRDENAS,,,COLONIA,LAS BRISAS,,,,64780,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2307,11,1.90E+12,9u89w,Fijo,2019-04
25.67237399,-100.3183884,Restaurantes que preparan otro tipo de alimentos para llevar,COMIDAS DON PEPE,,0 a 5 personas,CALLE,15 DE MAYO,Q 6 7,PISO 1,COLONIA,CENTRO DE MONTERREY,MERCADO PUBLICO,MERCADO FUNDADORES,Q 6 7,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1686,25,1.90E+12,9u8dj,Fijo,2010-07
25.51292838,-100.1975395,Restaurantes con servicio de preparación de tacos y tortas,LA TORTERA NACIONAL,,0 a 5 personas,CALLE,CARRETERA NACIONAL,,,COLONIA,FRACC EL FAISAN,,,,67303,19,NuevoLeon,49,Santiago,1,Santiago                                                                                                      ,218,6,1.90E+12,9u89p,Fijo,2019-11
25.58436912,-99.99388092,Restaurantes con servicio de preparación de tacos y tortas,TACOS DE CARNDE TACOS DE CARNE ASADA,,0 a 5 personas,CALLE,CUAUHTEMOC,,,COLONIA,JARDINES DE CAPELLANIA,,,,67484,19,NuevoLeon,9,Cadereyta Jiménez,1,Cadereyta Jiménez                                                                                             ,617,1,1.90E+12,9u8cs,Fijo,2019-11
25.80184689,-100.434252,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",TIENDITA ESCOLAR PRIMARIA TURNO VESPERTINO,,0 a 5 personas,CALLE,CALLE DEL PARQUE,,,COLONIA,PARAJE SAN JOSE SECTOR MARIPOSAS,,,,66005,19,NuevoLeon,18,García,105,Parque Industrial Ciudad Mitras                                                                               ,724,2,1.90E+12,9u8df,Semifijo,2014-12
25.62256859,-100.1247901,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",HAMBURGUESAS LA ENTRADA,,11 a 30 personas,BOULEVARD,SAN ANTONIO,,,FRACCIONAMIENTO,SAN FRANCISCO,,,,67275,19,NuevoLeon,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,1974,10,1.90E+12,9u8cc,Fijo,2019-11
25.7694296,-100.2744644,"Bares, cantinas y similares",H&H BAR,,0 a 5 personas,AVENIDA,SENDERO NORTE,,,COLONIA,LA NOGALERA 3ER SECTOR,,,,66417,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,447,47,1.90E+12,9u8dw,Fijo,2010-07
25.64807797,-100.0991384,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,RESTAURANT LA BAMBA VERACRUZANA,,6 a 10 personas,AVENIDA,LICENCIADO ARTURO B. DE LA GARZA,,,COLONIA,GARZA Y GARZA,,,,67250,19,NuevoLeon,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,124,3,1.90E+12,9u8cf,Fijo,2019-11
25.78245528,-100.4083488,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COOPERATIVA SECUNDARIA NO 86,,0 a 5 personas,CALLE,PACIFISTAS,,,COLONIA,TRAZO MARCO,,,,66068,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,5015,1,1.90E+12,9u8de,Fijo,2010-07
25.70874641,-100.3276454,Restaurantes con servicio de preparación de tacos y tortas,TACOS PIPE,,0 a 5 personas,AVENIDA,GENERAL BERNARDO REYES,,,COLONIA,ESTRELLA,,,,64400,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,669,27,1.90E+12,9u8dk,Fijo,2014-12
25.69092772,-100.426059,Restaurantes con servicio de preparación de tacos y tortas,TACOS,,0 a 5 personas,CALLE,PORFIRIO SALINAS,,,COLONIA,CERRO DE LAS MITRAS (RAUL SALINAS),,,,66118,19,NuevoLeon,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,1327,14,1.90E+12,9u8d4,Fijo,2019-11
25.67090839,-100.425073,Restaurantes con servicio de preparación de tacos y tortas,TACOS MAÑANEROS SIN NOMBRE,,0 a 5 personas,CALLE,VIRGILIO C. GUERRA,,,COLONIA,LA FAMA,,,,66100,19,NuevoLeon,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,579,43,1.90E+12,9u8d4,Fijo,2019-11
25.39304066,-100.120561,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",HAMBURGUESAS EL PATO,,0 a 5 personas,CALLE,BAHIA ESCONDIDA,,,COLONIA,SAN PEDRO,,,,NA,19,NuevoLeon,49,Santiago,1,Santiago                                                                                                      ,311,9,1.90E+12,9u8b3,Fijo,2021-05
25.66233925,-100.316012,Restaurantes con servicio de preparación de tacos y tortas,TACOS CHELIN,,6 a 10 personas,CALLE,QUERETARO,,,COLONIA,INDEPENDENCIA,,,,64720,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1898,27,1.90E+12,9u89v,Fijo,2019-11
25.63009327,-100.2998168,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,RESTAURANT BAR EL RINCON BOHEMIO,,11 a 30 personas,AVENIDA,LAZARO CARDENAS,,,COLONIA,EMPLEADOS SFEO,,,,64909,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2472,58,1.90E+12,9u89v,Fijo,2014-12
25.77881817,-100.2609401,Restaurantes con servicio de preparación de tacos y tortas,TACOS Y GORDITAS CECY,,0 a 5 personas,AVENIDA,INSPIRACION,,,COLONIA,RECIDENCIAL LOS ROBLES,,,,66636,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,672,3,1.90E+12,9u8dw,Fijo,2010-07
25.67300897,-100.3233957,Hoteles con otros servicios integrados,HOTEL,HOTEL ,6 a 10 personas,CALLE,JULIAN VILLAGRAN,,,COLONIA,CENTRO,,,,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1671,17,1.90E+12,9u8dj,Fijo,2020-11
25.70688899,-100.2582539,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",JUGOS LA BARRICA,,0 a 5 personas,CALLE,RICARDO QUIROZ,,,COLONIA,INDUSTRIAS DEL VIDRIO SECT 2,,,,66470,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,362,20,1.90E+12,9u8dn,Fijo,2019-11
25.77147189,-100.2617284,Restaurantes con servicio de preparación de tacos y tortas,TACOS DON CHUY,,0 a 5 personas,,CARLOTA GARZA,,,,PRADERAS DE APODACA,,,,NA,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,403,41,1.90E+12,9u8dw,Fijo,2014-12
25.18800627,-99.83151047,Restaurantes con servicio de preparación de tacos y tortas,TACOS WILLIS,,6 a 10 personas,CALLE,PROGRESO,,,CIUDAD,MONTEMORELOS CENTRO,,,,67500,19,NuevoLeon,38,Montemorelos,1,Montemorelos                                                                                                  ,407,5,1.90E+12,9u3p2,Fijo,2010-07
25.7210083,-100.3892476,Restaurantes con servicio de preparación de tacos y tortas,TORTAS BERNAL,,0 a 5 personas,AVENIDA,PASEO DE LOS LEONES,,PLANTA BAJA,COLONIA,CUMBRES  5 SECTOR SECCION C,CENTRO Y PLAZA COMERCIAL,PLAZALEONES,6,64610,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,3536,11,1.90E+12,9u8d7,Fijo,2021-05
25.72877078,-100.3904223,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,XING FA,CICI YLJ-JUN ,0 a 5 personas,AVENIDA,ALEJANDRO DE RODAS,,,COLONIA,PEDREGAL CUMBRES,,,,64610,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,395A,1,190390001395A,9u8d7,Fijo,2014-12
25.73417661,-100.3487381,Restaurantes que preparan otro tipo de alimentos para llevar,LA ESQUINA DE LOS SABORES,,0 a 5 personas,CALLE,LAS SELVAS,,,COLONIA,MOCTEZUMA,,,,64240,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,404,7,1.90E+12,9u8dk,Fijo,2010-07
25.64982398,-100.2975514,Restaurantes con servicio de preparación de pescados y mariscos,LA CARRETA DE PASCUAL,DISTRIBUIDORA Y ADMINISTRADORA DE MARISCOS ELITE SA DE CV,31 a 50 personas,CALLE,RIO PANUCO,,,COLONIA,ROMA,,,,64700,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,2063,21,1.90E+12,9u89v,Fijo,2019-11
25.71371315,-100.3498778,Restaurantes que preparan otro tipo de alimentos para llevar,BODEGAS DEL TORITO ALIMENTOS TIPICOS,BODEGAS DEL TORITO ALIMENTOS TIPICOS SA DE CV,0 a 5 personas,CALLE,RIO MAGALLANES,,,COLONIA,MITRAS NORTE,,,,64320,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,635,7,1.90E+12,9u8dk,Fijo,2019-11
25.71943199,-100.2579959,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",VENTA DE POLLO,,0 a 5 personas,CALLE,EDUARDO A. ELIZONDO,,,COLONIA,PEÑA GUERRA,,,,66490,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,343,17,1.90E+12,9u8dq,Fijo,2019-11
25.80211848,-100.240686,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",COOPERATIVA ESC.PRIM.RAFAEL ALANIS TAMEZ T.V.,SECRETARIA DE EDUCACIÓN SOCIEDAD COOPERATIVA,0 a 5 personas,CALLE,LILAS,,,COLONIA,JARDINES DE SAN ANDRES 1ER SECT,,,,66612,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,865,1,1.90E+12,9u8dy,Semifijo,2014-12
25.68138634,-100.2970162,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",POLLO RICO,,0 a 5 personas,AVENIDA,FELIX URESTI GOMEZ,EDIFICIO SIN NOMBRE,PISO 1,COLONIA,OBRERA,,,,64010,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1582,46,1.90E+12,9u8dj,Fijo,2010-07
25.69130276,-100.24862,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,TOKS MONTERREY LINDAVISTA,RESTAURANTES TOKS SA DE CV,31 a 50 personas,AVENIDA,Miguel Alemán,,,COLONIA,LIBERTAD,,,,67130,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,132A,1,190260001132A,9u8dn,Fijo,2011-03
24.81844868,-100.0723102,Hoteles sin otros servicios integrados,CUATRO REALES HOTEL,,11 a 30 personas,CALLE,CONSTITUCION,,,COLONIA,25 DE ENERO,,,,67850,19,NuevoLeon,17,Galeana,1,Galeana                                                                                                       ,1424,24,1.90E+12,9u2v4,Fijo,2010-07
25.65836035,-100.1925022,Servicios de preparación de otros alimentos para consumo inmediato,CLUB DE NUTRICION,,0 a 5 personas,CALLE,JULIETA,,,FRACCIONAMIENTO,SANTA MARIA,,,,67190,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1688,14,1.90E+12,9u8cb,Fijo,2019-11
25.72983317,-100.3602713,Restaurantes con servicio de preparación de tacos y tortas,VENTA DE TACOS SIN NOMBRE,,0 a 5 personas,CALLE,POTOSI,,,COLONIA,VILLA MITRAS,,,,64170,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,372,25,1.90E+12,9u8dk,Fijo,2010-07
25.70849725,-100.3568225,Restaurantes de autoservicio,MANDINOS,,0 a 5 personas,AVENIDA,ADOLFO RUIZ CORTINES,,,COLONIA,RESIDENCIAL RUIZ CORTINEZ,,,,64310,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,4680,31,1.90E+12,9u8dk,Fijo,2014-12
25.70051283,-100.2781743,Restaurantes con servicio de preparación de tacos y tortas,TACOS Y TORTILLAS SIN NOMBRE,,0 a 5 personas,CALLE,PRIVADA INDEPENDENCIA,,,COLONIA,MODERNA,,,,64530,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1084,24,1.90E+12,9u8dn,Fijo,2019-11
25.72709052,-100.3878588,Restaurantes con servicio de preparación de antojitos,TAQUERIA SIBERIANA,,0 a 5 personas,AVENIDA,ALEJANDRO DE RODAS,,,COLONIA,VALLLE DE INFONAVIT 4 SECTOR,,,,64350,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,3517,35,1.90E+12,9u8d7,Fijo,2010-07
25.60153558,-99.98572555,"Bares, cantinas y similares",BAR MOYA,,6 a 10 personas,BOULEVARD,INDEPENDENCIA,,,COLONIA,GRACIANO SANCHEZ,,,,67484,19,NuevoLeon,9,Cadereyta Jiménez,1,Cadereyta Jiménez                                                                                             ,227,17,1.90E+12,9u8cs,Fijo,2010-07
25.9400425,-100.1868226,Restaurantes con servicio de preparación de tacos y tortas,TOSTADAS Y TACOS ANDY,,0 a 5 personas,CALLE,ALBERTO DEL CANTO,,,FRACCIONAMIENTO,SANTA LUCIA,,,,65550,19,NuevoLeon,12,Ciénega de Flores,211,Real del Sol                                                                                                  ,383,5,1.90E+12,9u8g8,Semifijo,2019-11
25.78144586,-100.3091769,Servicios de preparación de otros alimentos para consumo inmediato,STRAWS SNOCK,,0 a 5 personas,AVENIDA,LAS TORRES,CENTRO Y PLAZA COMERCIAL,PLANTA BAJA,COLONIA,NUESTRA SEÑORA DE FATIMA,CENTRO Y PLAZA COMERCIAL,PLAZA LAS TORRES,8,66057,19,NuevoLeon,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,715,36,1.90E+12,9u8dt,Fijo,2014-12
25.67989733,-100.3292523,Restaurantes con servicio de preparación de tacos y tortas,MANDARINOS,,0 a 5 personas,CALLE,AMERICA,,,COLONIA,CENTRO DE MONTERREY,,,,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1489,18,1.90E+12,9u8dh,Fijo,2019-11
25.67101915,-100.3222277,Restaurantes con servicio de preparación de antojitos,AQUILES VAN,,0 a 5 personas,CALLE,MARIANO MATAMOROS,,,COLONIA,CENTRO DE MONTERREY,,,,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1671,26,1.90E+12,9u8dj,Fijo,2019-11
25.78498479,-100.5703673,Servicios de preparación de otros alimentos para consumo inmediato,CLUB DE NUTRICION,,0 a 5 personas,CALLE,HIERRO,,,FRACCIONAMIENTO,HACIENDA DEL SOL,,,,66000,19,NuevoLeon,18,García,1,García                                                                                                        ,1135,20,1.90E+12,9u86x,Fijo,2019-11
25.66270984,-100.2278813,Restaurantes de autoservicio,EL CARBONCITO,,6 a 10 personas,AVENIDA,CAMINO REAL,,,FRACCIONAMIENTO,CAMINO REAL,,,,67170,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1993,13,1.90E+12,9u89z,Fijo,2019-11
25.62459698,-100.1129868,Restaurantes con servicio de preparación de tacos y tortas,PUESTO DE TACOS,,0 a 5 personas,CALLE,HALCON,,,FRACCIONAMIENTO,VISTAS DE SAN JUAN,,,,67266,19,NuevoLeon,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,1584,18,1.90E+12,9u8cc,Fijo,2019-11
25.7599122,-100.2638351,Restaurantes con servicio de preparación de antojitos,VENTA DE BARBACOA,,0 a 5 personas,AVENIDA,MONTES BERNESES,,,COLONIA,EL REFUGIO SEGUNDO SECTROR,,,,66430,19,NuevoLeon,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,860,22,1.90E+12,9u8dw,Fijo,2014-12
26.53914029,-100.1685882,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",VENTA DE TACOS Y HAMBURGUESAS LA COCINA DE LOS TIGRES,,0 a 5 personas,CALLE,JORGE A. TREVIÑO,,,COLONIA,CABALLERO ESCAMILLA RAUL,,,,65243,19,NuevoLeon,44,Sabinas Hidalgo,1,Ciudad Sabinas Hidalgo                                                                                        ,442,46,1.90E+12,9u8yb,Fijo,2014-12
25.67331609,-100.3467842,Restaurantes con servicio de preparación de tacos y tortas,TAQUERIA LA TOSTADA,OPERADORA DE FRANQUICIAS SA DE CV,0 a 5 personas,CALLE,BELISARIO DOMINGUEZ,OTRO CONGLOMERADO,PISO 2,COLONIA,OBISPADO,EDIFICIO COMERCIAL Y DE SERVICIOS,ASOCIACION DE CONDOMINIOS EL SEMILLERO AC,LOCAL 24,64060,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,4144,25,1.90E+12,9u8dh,Fijo,2019-11
25.67458857,-100.4049956,Restaurantes con servicio de preparación de tacos y tortas,TACOS A VAPOR SIN NOMBRE,,0 a 5 personas,BOULEVARD,LICENCIADO GUSTAVO DIAZ ORDAZ,,,COLONIA,LA LEONA,,,,66210,19,NuevoLeon,19,San Pedro Garza García,1,San Pedro Garza García                                                                                        ,577,3,1.90E+12,9u8d5,Fijo,2019-11
25.68127211,-100.242162,Restaurantes con servicio de preparación de tacos y tortas,PUESTO DE TACOS TAINGON,,0 a 5 personas,CALLE,MAYA,,,COLONIA,NUEVA EXPOSICION,,,,67150,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,321,29,1.90E+12,9u8dn,Fijo,2019-11
25.64066309,-100.2678849,Restaurantes con servicio de preparación de tacos y tortas,HABANEROS TACOS AL CARBON,,11 a 30 personas,AVENIDA,PASEO DE LAS AMERICAS,,,COLONIA,CONTRY LA SILLA,,,,67173,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,872,6,1.90E+12,9u89y,Fijo,2019-11
25.7651357,-100.4105627,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",POLLO FELIZ,POLLO FELIZ ,11 a 30 personas,AVENIDA,ABRAHAM LINCOLN,,PASILLO,ZONA COMERCIAL,PATIO LINCOLN,CENTRO Y PLAZA COMERCIAL,PATIO LINCOLN,,64310,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,5265,1,1.90E+12,9u8de,Fijo,2020-11
25.69424295,-100.3467394,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",LA MICHOCANA,,0 a 5 personas,CALLE,HERMOSILLO,,,COLONIA,MITRAS CENTRO,,,,64460,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1169,21,1.90E+12,9u8dh,Fijo,2014-12
25.69059213,-100.3268382,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,RESTAURANTE HERNANDEZ,,0 a 5 personas,CALLE,MIGUEL NIETO,,,COLONIA,INDUSTRIAL,,,,64440,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,3610,12,1.90E+12,9u8dj,Fijo,2010-07
25.7375079,-100.1893595,Restaurantes con servicio de preparación de tacos y tortas,TACOS MAÑANEROS DOÑA MARY,,0 a 5 personas,AVENIDA,CHAPALA,,,COLONIA,NORIA NORTE,,,,66633,19,NuevoLeon,6,Apodaca,1,Ciudad Apodaca                                                                                                ,475,13,1.90E+12,9u8f2,Fijo,2010-07
25.66714759,-100.2323819,Restaurantes con servicio de preparación de tacos y tortas,VENTA DE COMIDAS LAS ABUELITAS,,0 a 5 personas,CALLE,YUCATAN,,,COLONIA,VIVIENDA POPULAR,,,,67170,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1546,8,1.90E+12,9u8dp,Fijo,2010-07
25.66263137,-100.1769714,Servicios de preparación de otros alimentos para consumo inmediato,SNACK SIN NOMBRE,,0 a 5 personas,AVENIDA,MAESTRO ISRAEL CAVAZOS GARZA,,,COLONIA,VALLES DE GUADALUPE,,,,67170,19,NuevoLeon,26,Guadalupe,1,Guadalupe                                                                                                     ,1122,8,1.90E+12,9u8cb,Fijo,2019-11
25.6996214,-100.320668,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",COMIDAS MIRIAM,COMIDAS MIRIAM ,0 a 5 personas,CALLE,JOSE TRINIDAD VILLAGOMEZ,,,COLONIA,BELLA VISTA,,,,64410,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,096A,8,190390001096A,9u8dj,Fijo,2014-12
25.68340224,-100.3164023,"Bares, cantinas y similares",LA MADRINA,,0 a 5 personas,CALLE,JOSE MARIA ARTEAGA,,,COLONIA,ZONA CENTRO,,,,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1506,7,1.90E+12,9u8dj,Fijo,2014-12
25.67497877,-100.3197532,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,RESTAURANTE LOLITA,,6 a 10 personas,CALLE,GEORGE WASHINGTON,,,COLONIA,CENTRO DE MONTERREY,,,,64000,19,NuevoLeon,39,Monterrey,1,Monterrey                                                                                                     ,1667,31,1.90E+12,9u8dj,Fijo,2010-07
